Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Country 1,Country 2,Country 3,Country 4,Country 5,Country 6,Country 7,Country 8,Country 9,Country 10,Country 11,Country 12,Country 13,Country 14,Country 15,Country 16,Country 17,Country 18,University 1,University 2,University 3,University 4,University 5,University 6,University 7,University 8,University 9,University 10,University 11,University 12,University 13,University 14,University 15,University 16,University 17,University 18,Author with Affliliation 1,Author with Affliliation 2,Author with Affliliation 3,Author with Affliliation 4,Author with Affliliation 5,Author with Affliliation 6,Author with Affliliation 7,Author with Affliliation 8,Author with Affliliation 9,Author with Affliliation 10,Document Type,Publication Stage,Source,EID
"Sireesha, Prathigadapa (59245542100)","Priyan, S. Vishnu (58093909900)","Govindarajan, M. (57516835800)","Rajan, Sounder (59245968100)","Rajakumareswaran, Velusamy (57205750551)",,,,,,59245542100; 58093909900; 57516835800; 59245968100; 57205750551,Revolutionizing Cloud Resource Allocation: Harnessing Layer-Optimized Long Short-Term Memory for Energy-Efficient Predictive Resource Management,2024,EAI Endorsed Transactions on Energy Web,0,10.4108/EW.6505,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200375383&doi=10.4108%2FEW.6505&partnerID=40&md5=cb9deb6e88e5fc6101da0a5fe43c96d8,Malaysia,India,India,India,India,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,Kings Engineering College,Velalar College of Engineering and Technology,Erode Sengunthar Engineering College,Erode Sengunthar Engineering College,,,,,,,,,,,,,,Prathigadapa Sireesha - Kuala Lumpur,S. Vishnu Priyan - Kings Engineering College,M. Govindarajan - Velalar College of Engineering and Technology,Sounder Rajan - Erode Sengunthar Engineering College,Velusamy Rajakumareswaran - Erode Sengunthar Engineering College,,,,,,Article,Final,Scopus,2-s2.0-85200375383
"Tee, Poh Kiong (57191344245)","Wong, Ling Chai (57982971200)","Dada, Morakinyo (57204889058)","Song, Bee Lian (57191404082)","Ng, Chee Pung (58945221800)",,,,,,57191344245; 57982971200; 57204889058; 57191404082; 58945221800,"Demand for digital skills, skill gaps and graduate employability: Evidence from employers in Malaysia",2024,F1000Research,12,10.12688/f1000research.148514.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199660029&doi=10.12688%2Ff1000research.148514.1&partnerID=40&md5=b47872b936ce06782d8c6ce2527eb325,Malaysia,Malaysia,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,INTI International University,,,,,,,,,,,,,,,,,Poh Kiong Tee - Asia Pacific University of Technology and Innovation,Ling Chai Wong - Asia Pacific University of Technology and Innovation,Morakinyo Dada - Asia Pacific University of Technology and Innovation,Bee Lian Song - Asia Pacific University of Technology and Innovation,Chee Pung Ng - INTI International University,,,,,,Article,Final,Scopus,2-s2.0-85199660029
"Rahmani, Abdolraouf (59233580200)","Ramiah, Harikrishnan A.L. (9335469500)","Lei, Ka Meng (55920466700)","Cheow Lim, Chee (59258182100)","Shyan Lai, Nai (59257437200)","Pui-In, Mak In (7005044542)","Martins, Rui Paulo Da Silva (7202166134)",,,,59233580200; 9335469500; 55920466700; 59258182100; 59257437200; 7005044542; 7202166134,A Fast Startup 38.4-MHz Crystal Oscillator Achieving 99-nJ Startup Energy With Adaptive Chirping,2024,IEEE Access,0,10.1109/ACCESS.2024.3431643,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199565802&doi=10.1109%2FACCESS.2024.3431643&partnerID=40&md5=a2c5dfee596621cfd843b7b2bdf1f6e3,Malaysia,Malaysia,Macao,Malaysia,,,,,,,,,,,,,,,Universiti Malaya,Universiti Malaya,State Key Laboratory of Analog and Mixed-Signal VLSI,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,Abdolraouf Rahmani - Universiti Malaya,Harikrishnan A.L. Ramiah - Universiti Malaya,Ka Meng Lei - State Key Laboratory of Analog and Mixed-Signal VLSI,Chee Cheow Lim - Asia Pacific University of Technology and Innovation,Nai Shyan Lai - Asia Pacific University of Technology and Innovation,Mak In Pui-In - State Key Laboratory of Analog and Mixed-Signal VLSI,Rui Paulo Da Silva Martins - State Key Laboratory of Analog and Mixed-Signal VLSI,,,,Article,Final,Scopus,2-s2.0-85199565802
"Saleem, Talal (59207275000)","Sivakumar, V. (57200774084)",,,,,,,,,59207275000; 57200774084,Reimagining Accessibility: Leveraging Deep Learning in Smartphone Applications to Assist Visually Impaired People Indoor Object Distance Estimation,2024,EAI Endorsed Transactions on Internet of Things,0,10.4108/eetiot.6501,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199218559&doi=10.4108%2Feetiot.6501&partnerID=40&md5=a0082630764c8041f3c5e08466226f7e,Malaysia,,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,,Talal Saleem - Asia Pacific University of Technology and Innovation,V. Sivakumar - Asia Pacific University of Technology and Innovation,,,,,,,,,Article,Final,Scopus,2-s2.0-85199218559
"Ismail, Shahrinaz (57225447357)",,,,,,,,,,57225447357,Enabling Knowledge Management Culture During the Pandemic: Preliminary for the Post-pandemic Effect,2024,Communications in Computer and Information Science,0,10.1007/978-3-031-63269-3_8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199192158&doi=10.1007%2F978-3-031-63269-3_8&partnerID=40&md5=3ad867555dfeb26a9f71316a5a86d8f6,Malaysia,,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,,Shahrinaz Ismail - Kuala Lumpur,,,,,,,,,,Conference paper,Final,Scopus,2-s2.0-85199192158
"Rai, Kallychurn Dooshyant (58395081700)","Kasinathan, Vinothini (57191258361)","Mustapha, Aida (57200530694)",,,,,,,,58395081700; 57191258361; 57200530694,Data-Driven Student Recruitment Strategies in Private Higher Educational Institutions,2024,Communications in Computer and Information Science,0,10.1007/978-3-031-63269-3_14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199138141&doi=10.1007%2F978-3-031-63269-3_14&partnerID=40&md5=239607b24daf2c5691096eebb15dd997,Malaysia,Malaysia,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,Universiti Tun Hussein Onn Malaysia,,,,,,,,,,,,,,,,,Kallychurn Dooshyant Rai - Asia Pacific University of Technology and Innovation,Vinothini Kasinathan - Asia Pacific University of Technology and Innovation,Aida Mustapha - Universiti Tun Hussein Onn Malaysia,,,,,,,,Conference paper,Final,Scopus,2-s2.0-85199138141
"Hollebeek, Linda D. (18133514700)","Anselmsson, Johan (21733328300)","Adomaviciute, Karina (57192814709)","Krumm, Kristo (59225999500)","Jansson, Johan (56367058600)","Wait, Marius (57208344023)","Ooi, Beewah (59226488200)","Riivits-Arkonsuo, Iivi (57189384209)","Lubbe, Isolde (59225999600)",,18133514700; 21733328300; 57192814709; 59225999500; 56367058600; 57208344023; 59226488200; 57189384209; 59225999600,Online Content Creators’ and Viewers’ Interdependent Journeys,2024,Services Marketing Quarterly,4,10.1080/15332969.2024.2364128,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199095335&doi=10.1080%2F15332969.2024.2364128&partnerID=40&md5=b0307143922b177c84c3aa8742e65269,Malaysia,Lithuania,Estonia,Sweden,Sweden,South Africa,Malaysia,,,,,,,,,,,,Sunway Business School,Vilniaus Universitetas,Tallinna Tehnikaülikool,Umeå Universitet,Lunds Universitet,University of Johannesburg,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,Linda D. Hollebeek - Sunway Business School,Johan Anselmsson - University of Johannesburg,Karina Adomaviciute - Vilniaus Universitetas,Kristo Krumm - Umeå Universitet,Johan Jansson - Umeå Universitet,Marius Wait - University of Johannesburg,Beewah Ooi - Asia Pacific University of Technology and Innovation,Iivi Riivits-Arkonsuo - Tallinna Tehnikaülikool,Isolde Lubbe - University of Johannesburg,,Article,Final,Scopus,2-s2.0-85199095335
"Mun Wong, Brian Kee (55431121300)","Sivakumar, V. (57200774084)","Chua, Clarice Sze Wee (59123114900)",,,,,,,,55431121300; 57200774084; 59123114900,Digital transformation of healthcare services and infrastructure in Asia: the metaverse bound?,2024,nan,0,10.1016/B978-0-443-23637-2.00006-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199046383&doi=10.1016%2FB978-0-443-23637-2.00006-0&partnerID=40&md5=bfddc3f4f8ec680e69b6f1d4400cfe26,Malaysia,Malaysia,,,,,,,,,,,,,,,,,Swinburne University of Technology Sarawak Campus,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,Brian Kee Mun Wong - Kuching,V. Sivakumar - Kuala Lumpur,Clarice Sze Wee Chua - Kuching,,,,,,,,Book chapter,Final,Scopus,2-s2.0-85199046383
"Hossain, Mohammad Imtiaz (57214473574)","Heng Teh, Boon (57989673200)","Chong, Lee Lee (24437727300)","Ong, Tze San (22135961200)","Tabash, Mosab I. (57194232562)","Jamadar, Yasmin (57224571991)",,,,,57214473574; 57989673200; 24437727300; 22135961200; 57194232562; 57224571991,Corporate shared prosperity: scale development and validation,2024,Cogent Business and Management,3,10.1080/23311975.2024.2369217,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198133567&doi=10.1080%2F23311975.2024.2369217&partnerID=40&md5=7b592135e34574ce779f8e3433dfd375,Malaysia,Malaysia,Malaysia,Bangladesh,United Arab Emirates,Bangladesh,,,,,,,,,,,,,Multimedia University,Asia Pacific University of Technology and Innovation,Universiti Putra Malaysia,Daffodil International University,Al Ain University,BRAC University,,,,,,,,,,,,,Mohammad Imtiaz Hossain - Multimedia University,Boon Heng Teh - Multimedia University,Lee Lee Chong - Asia Pacific University of Technology and Innovation,Tze San Ong - Universiti Putra Malaysia,Mosab I. Tabash - Al Ain University,Yasmin Jamadar - Dhaka,,,,,Article,Final,Scopus,2-s2.0-85198133567
"Ponnusamy, Raja Rajeswari (57208206026)","Cheak, Lim Chun (59211557800)","Ling, Elaine Chan Wan (57216275721)","Chin, Lim Sern (57930788200)",,,,,,,57208206026; 59211557800; 57216275721; 57930788200,Prediction of Paediatric Systemic Lupus Erythematosus Patients Using Machine Learning,2024,EAI Endorsed Transactions on Pervasive Health and Technology,0,10.4108/eetpht.10.6386,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198035384&doi=10.4108%2Feetpht.10.6386&partnerID=40&md5=9bb60b682c574869c893f7fc6dc13c69,Malaysia,Malaysia,Malaysia,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,International Medical University,Universiti Teknologi MARA,,,,,,,,,,,,,,,,Raja Rajeswari Ponnusamy - Asia Pacific University of Technology and Innovation,Lim Chun Cheak - Asia Pacific University of Technology and Innovation,Elaine Chan Wan Ling - Kuala Lumpur,Lim Sern Chin - Shah Alam,,,,,,,Article,Final,Scopus,2-s2.0-85198035384
"Wen, Kohya (59208329100)","Joseph, Minnu Helen (57210574844)","Sivakumar, V. (57200774084)",,,,,,,,59208329100; 57210574844; 57200774084,Big Mart Sales Prediction using Machine Learning,2024,EAI Endorsed Transactions on Internet of Things,1,10.4108/eetiot.6453,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197742258&doi=10.4108%2Feetiot.6453&partnerID=40&md5=6e0a4149b976be0ec8fc61999d10f9ee,Malaysia,,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,,Kohya Wen - Kuala Lumpur,Minnu Helen Joseph - Kuala Lumpur,V. Sivakumar - Kuala Lumpur,,,,,,,,Article,Final,Scopus,2-s2.0-85197742258
"Saleem, Talal (59207275000)","Sivakumar, V. (57200774084)",,,,,,,,,59207275000; 57200774084,A Mobile Lens: Voice-Assisted Smartphone Solutions for the Sightless to Assist Indoor Object Identification,2024,EAI Endorsed Transactions on Internet of Things,1,10.4108/eetiot.6450,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197673078&doi=10.4108%2Feetiot.6450&partnerID=40&md5=2fdf63f6e153d0c4cade4eabe201d1b3,Malaysia,Malaysia,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,Talal Saleem - Asia Pacific University of Technology and Innovation,V. Sivakumar - Asia Pacific University of Technology and Innovation,,,,,,,,,Article,Final,Scopus,2-s2.0-85197673078
"Win, Khor Zhen (59203764200)","Raheem, Mafas (57221230578)",,,,,,,,,59203764200; 57221230578,Natsukashii: A Sentiment Emotion Analytics Based on Recent Music Choice on Spotify,2024,International Journal of Advanced Computer Science and Applications,1,10.14569/IJACSA.2024.0150638,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197551874&doi=10.14569%2FIJACSA.2024.0150638&partnerID=40&md5=5d135751ce7064bfedefaa52b19d2b9b,Malaysia,,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,,Khor Zhen Win - Asia Pacific University of Technology and Innovation,Mafas Raheem - Asia Pacific University of Technology and Innovation,,,,,,,,,Article,Final,Scopus,2-s2.0-85197551874
"Song, Bee Lian (57191404082)","Kaur, Devinder (55886535700)","Subramaniam, Muthaloo (57201376568)","Tee, Poh Kiong (57191344245)","Wong, Ling Chai (57982971200)","Zin, Nor Azrul Mohd (58941383800)",,,,,57191404082; 55886535700; 57201376568; 57191344245; 57982971200; 58941383800,"The Adoption of Mobile Augmented Reality in Tourism Industry: Effects on Customer Engagement, Intention to Use and Usage Behaviour",2024,Journal of Tourism and Services,9,10.29036/jots.v15i28.679,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196976741&doi=10.29036%2Fjots.v15i28.679&partnerID=40&md5=f7051bf6e2dd1b9f3acba64d705e4c5f,Malaysia,Malaysia,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,UCSI University,,,,,,,,,,,,,,,,,Bee Lian Song - Asia Pacific University of Technology and Innovation,Devinder Kaur - Asia Pacific University of Technology and Innovation,Muthaloo Subramaniam - Asia Pacific University of Technology and Innovation,Poh Kiong Tee - Asia Pacific University of Technology and Innovation,Ling Chai Wong - UCSI University,Nor Azrul Mohd Zin - Asia Pacific University of Technology and Innovation,,,,,Article,Final,Scopus,2-s2.0-85196976741
"Ramachandiran, Chandra Reka A.P. (54791503300)","Hui, Tanjia (59174257800)","Mahmud, Malissa Maria (57202713786)","Kanaparan, Geetha (56606256500)","Subramanian, Preethi (57203986937)","Medi, Imran (57200159615)",,,,,54791503300; 59174257800; 57202713786; 56606256500; 57203986937; 57200159615,Crochet-Together: Cultivating Positive Emotional Well-being with the Touch of Technology-Enhanced Learning,2024,nan,1,10.1109/ICIET60671.2024.10542761,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196072671&doi=10.1109%2FICIET60671.2024.10542761&partnerID=40&md5=0e3c3fee0be52d16cca2e5a0248c15be,Malaysia,Malaysia,Malaysia,,,,,,,,,,,,,,,,Xiamen University Malaysia,Sunway University,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,Chandra Reka A.P. Ramachandiran - Xiamen University Malaysia,Tanjia Hui - Xiamen University Malaysia,Malissa Maria Mahmud - Sunway University,Geetha Kanaparan - Xiamen University Malaysia,Preethi Subramanian - Asia Pacific University of Technology and Innovation,Imran Medi - Asia Pacific University of Technology and Innovation,,,,,Conference paper,Final,Scopus,2-s2.0-85196072671
"Teh, Pei Lee (24802337400)","Ang, Chiew Way (57899268800)","Wu, Shinyi (55807533200)","Su, Tin Tin (57215098511)","Lu, Ying (59171146600)",,,,,,24802337400; 57899268800; 55807533200; 57215098511; 59171146600,Bringing Lose Sheep into the Fold: Redesigning Women-In-Tech (WIT) App for Women of Three Age Groups,2024,Lecture Notes in Computer Science,0,10.1007/978-3-031-60904-6_23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195827693&doi=10.1007%2F978-3-031-60904-6_23&partnerID=40&md5=1fac8b7321dfb129bf0571907858e0e3,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,United States,United States,,,,,,,,,,,,Monash University Malaysia,Monash University Malaysia,Monash University Malaysia,Monash University Malaysia,Asia Pacific University of Technology and Innovation,USC Viterbi School of Engineering,Zoom Video Communications,,,,,,,,,,,,Pei Lee Teh - Bandar Sunway,Chiew Way Ang - Bandar Sunway,Shinyi Wu - Los Angeles,Tin Tin Su - Bandar Sunway,Ying Lu - San Jose,,,,,,Conference paper,Final,Scopus,2-s2.0-85195827693
"Ahmad, Wasim (58533824600)","Almaiah, Mohammed Amin (56682869700)","Ali, Aitizaz (56242072300)","Al-Shareeda, Mahmood A. (57208214655)",,,,,,,58533824600; 56682869700; 56242072300; 57208214655,Deep Learning Based Network intrusion detection for unmanned aerial vehicle (UAV),2024,nan,14,10.1109/WCCCT60665.2024.10541665,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195779983&doi=10.1109%2FWCCCT60665.2024.10541665&partnerID=40&md5=5abd35f02b36761de5475917ab9d6150,China,Jordan,Malaysia,Iraq,,,,,,,,,,,,,,,Nanjing University of Aeronautics and Astronautics,The University of Jordan,Asia Pacific University of Technology and Innovation,Iraq University College,,,,,,,,,,,,,,,Wasim Ahmad - Nanjing,Mohammed Amin Almaiah - Amman,Aitizaz Ali - Asia Pacific University of Technology and Innovation,Mahmood A. Al-Shareeda - Iraq University College,,,,,,,Conference paper,Final,Scopus,2-s2.0-85195779983
"Ismail, Shahrinaz (57225447357)","Md Mohiuddin, Golam (59155576200)",,,,,,,,,57225447357; 59155576200,Mining of Self-Regulated Learning Process Model in Online Environment,2024,Communications in Computer and Information Science,0,10.1007/978-3-031-61678-5_14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195152879&doi=10.1007%2F978-3-031-61678-5_14&partnerID=40&md5=44886ecb35091955eac24df79dd75e22,Malaysia,Malaysia,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,Albukhary International University,,,,,,,,,,,,,,,,,Shahrinaz Ismail - Kuala Lumpur,Golam Md Mohiuddin - Alor Setar,,,,,,,,,Conference paper,Final,Scopus,2-s2.0-85195152879
"Sulaiman, Salasiah M. (57198420211)","Karim, Aidah Abdul (36760953300)","Juremi, Julia Binti (55365329400)","Mansor, Ahmad Zamri Bin (48761571000)",,,,,,,57198420211; 36760953300; 55365329400; 48761571000,Students’ Perception on the Perceived of Knowledge of the Cyber Threats Analysis Using Security Operation Centre,2024,Communications in Computer and Information Science,1,10.1007/978-3-031-61678-5_16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195137991&doi=10.1007%2F978-3-031-61678-5_16&partnerID=40&md5=4573a33677d83f1c455098e43cd2eec6,Malaysia,Malaysia,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,Universiti Kebangsaan Malaysia,,,,,,,,,,,,,,,,,Salasiah M. Sulaiman - Asia Pacific University of Technology and Innovation,Aidah Abdul Karim - Asia Pacific University of Technology and Innovation,Julia Binti Juremi - Asia Pacific University of Technology and Innovation,Ahmad Zamri Bin Mansor - Asia Pacific University of Technology and Innovation,,,,,,,Conference paper,Final,Scopus,2-s2.0-85195137991
"Che Abdul Rani, Mohamad Firdaus (57212259263)","Yunus, M. M. (57218893299)","Mansor, Ahmad Zamri Bin (48761571000)",,,,,,,,57212259263; 57218893299; 48761571000,The Effects of Gamification on Learning Outcomes in a Web Programming Course,2024,Communications in Computer and Information Science,2,10.1007/978-3-031-61678-5_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195116121&doi=10.1007%2F978-3-031-61678-5_1&partnerID=40&md5=1d83bea118d2d5f04d1f38f48fdf85da,Malaysia,Malaysia,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,Universiti Kebangsaan Malaysia,,,,,,,,,,,,,,,,,Mohamad Firdaus Che Abdul Rani - Asia Pacific University of Technology and Innovation,M. M. Yunus - Universiti Kebangsaan Malaysia,Ahmad Zamri Bin Mansor - Universiti Kebangsaan Malaysia,,,,,,,,Conference paper,Final,Scopus,2-s2.0-85195116121
"Kasinathan, Vinothini (57191258361)","Mustapha, Aida (57200530694)","Dhanoa, Chanpreet Kaur (59155679900)",,,,,,,,57191258361; 57200530694; 59155679900,Shadow Puppet Chatbot: Preserving Cultural Tourism,2024,Communications in Computer and Information Science,1,10.1007/978-3-031-61678-5_10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195109863&doi=10.1007%2F978-3-031-61678-5_10&partnerID=40&md5=af0aae96de62f3d29a2a241df7463298,Malaysia,Malaysia,,,,,,,,,,,,,,,,,Asia Pacific University of Technology and Innovation,Universiti Tun Hussein Onn Malaysia,,,,,,,,,,,,,,,,,Vinothini Kasinathan - Asia Pacific University of Technology and Innovation,Aida Mustapha - Universiti Tun Hussein Onn Malaysia,Chanpreet Kaur Dhanoa - Asia Pacific University of Technology and Innovation,,,,,,,,Conference paper,Final,Scopus,2-s2.0-85195109863
"Rajadurai, Kanesh Gopal (57221094815)","Song, Bee Lian (57191404082)",,,,,,,,,57221094815; 57191404082,"Predictor Factors Influencing Young Adults’ Purchase Intention of Organic Food in Kuala Lumpur, Malaysia",2024,Malaysian Journal of Consumer and Family Economics,3,10.60016/majcafe.v32.15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193743322&doi=10.60016%2Fmajcafe.v32.15&partnerID=40&md5=f6524c731373a39ce51770799b64bea8,Malaysia,Malaysia,,,,,,,,,,,,,,,,,Tunku Abdul Rahman University of Management and Technology,Asia Pacific University of Technology and Innovation,,,,,,,,,,,,,,,,,Kanesh Gopal Rajadurai - Tunku Abdul Rahman University of Management and Technology,Bee Lian Song - Asia Pacific University of Technology and Innovation,,,,,,,,,Article,Final,Scopus,2-s2.0-85193743322
